event_id,investigation_id,evidence_file_id,line_number,timestamp,hostname,process,process_id,event_type,event_category,username,target_username,source_ip,source_port,authentication_method,command,result,raw_message,classification,severity,confidence,matched_rule_ids,parsing_error,created_at
event-f485552bd1e3,inv-6d8cf13d7b5a,file-097ff055b132,93,2026-03-10T16:05:00,webserver01,CRON,4487,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.086060
event-b6cce498e70e,inv-6d8cf13d7b5a,file-097ff055b132,94,2026-03-10T16:18:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 433 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.086223
event-0453de1593fe,inv-6d8cf13d7b5a,file-097ff055b132,95,2026-03-10T16:30:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 162 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.086343
event-073af691fa34,inv-6d8cf13d7b5a,file-097ff055b132,96,2026-03-10T16:45:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[711685.934] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.086461
event-4e6fd5b942b8,inv-6d8cf13d7b5a,file-097ff055b132,97,2026-03-10T17:05:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.086599
event-afcf5a8a72fb,inv-6d8cf13d7b5a,file-097ff055b132,98,2026-03-10T17:13:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 622 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.086745
event-6964838fc38d,inv-6d8cf13d7b5a,file-097ff055b132,99,2026-03-10T17:17:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[738115.104] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.086869
event-131537926882,inv-6d8cf13d7b5a,file-097ff055b132,100,2026-03-10T17:25:00,webserver01,CRON,4540,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.087006
event-c6d82e377871,inv-6d8cf13d7b5a,file-097ff055b132,101,2026-03-10T17:48:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 163 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.087178
event-a584e5c29427,inv-6d8cf13d7b5a,file-097ff055b132,102,2026-03-10T18:02:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 668 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.087297
event-4ae6549c680c,inv-6d8cf13d7b5a,file-097ff055b132,103,2026-03-10T18:21:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 673 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.087427
event-e21b6e890c18,inv-6d8cf13d7b5a,file-097ff055b132,104,2026-03-10T18:26:00,webserver01,CRON,4565,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.087555
event-f083fcebd35b,inv-6d8cf13d7b5a,file-097ff055b132,105,2026-03-10T18:31:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 563 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.087722
event-8a68d3cb9279,inv-6d8cf13d7b5a,file-097ff055b132,106,2026-03-10T18:52:00,webserver01,CRON,4576,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.087853
event-13e1a3410ca3,inv-6d8cf13d7b5a,file-097ff055b132,107,2026-03-10T19:10:00,webserver01,CRON,4585,cron_execution,persistence,,,,,,/usr/bin/certbot renew --quiet --no-self-upgrade,success,(root) CMD (/usr/bin/certbot renew --quiet --no-self-upgrade),Normal,Informational,0.5,[],,2026-08-04T07:21:52.088017
event-b651d407bd93,inv-6d8cf13d7b5a,file-097ff055b132,108,2026-03-10T19:33:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 563 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.088177
event-9861cd6e0001,inv-6d8cf13d7b5a,file-097ff055b132,109,2026-03-10T19:53:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 619 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.088311
event-390954ddfead,inv-6d8cf13d7b5a,file-097ff055b132,110,2026-03-10T20:04:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 672 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.088437
event-0806fd66e631,inv-6d8cf13d7b5a,file-097ff055b132,111,2026-03-10T20:14:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[536875.224] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.088561
